instant,dateday,season,year,month,hour,holiday,weekday,workingday,weathersit,temp,atemp,humidity,windspeed,casual,registered,count,windspeed_category
13537,2012-07-23,Fall,2012,July,5,Non-Holiday,Monday,Working Day,Misty/Cloudy,27.060000000000002,29.544999999999998,94.0,8.9981,3,48,51,Low Wind
13538,2012-07-23,Fall,2012,July,6,Non-Holiday,Monday,Working Day,Misty/Cloudy,27.880000000000003,31.819999999999997,89.0,6.0032,9,148,157,Low Wind
13539,2012-07-23,Fall,2012,July,7,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,28.7,33.335,84.0,8.9981,17,404,421,Low Wind
13540,2012-07-23,Fall,2012,July,8,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,29.52,34.849999999999994,79.0,7.0015,47,691,738,Low Wind
13541,2012-07-23,Fall,2012,July,9,Non-Holiday,Monday,Working Day,Misty/Cloudy,30.34,35.605,74.0,8.9981,57,288,345,Low Wind
13542,2012-07-23,Fall,2012,July,10,Non-Holiday,Monday,Working Day,Misty/Cloudy,31.98,37.12,62.0,0.0,63,137,200,
13543,2012-07-23,Fall,2012,July,11,Non-Holiday,Monday,Working Day,Misty/Cloudy,32.800000000000004,37.12,52.0,11.0014,69,129,198,Low Wind
13544,2012-07-23,Fall,2012,July,12,Non-Holiday,Monday,Working Day,Misty/Cloudy,32.800000000000004,37.12,52.0,11.0014,109,205,314,Low Wind
13545,2012-07-23,Fall,2012,July,13,Non-Holiday,Monday,Working Day,Misty/Cloudy,32.800000000000004,37.12,52.0,7.0015,64,176,240,Low Wind
13546,2012-07-23,Fall,2012,July,14,Non-Holiday,Monday,Working Day,Misty/Cloudy,31.98,37.12,59.0,11.0014,82,189,271,Low Wind
13547,2012-07-23,Fall,2012,July,15,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,32.800000000000004,37.88,55.00000000000001,12.998000000000001,76,205,281,Low Wind
13548,2012-07-23,Fall,2012,July,16,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,33.62,38.635000000000005,52.0,8.9981,111,346,457,Low Wind
13549,2012-07-23,Fall,2012,July,17,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,33.62,38.635000000000005,52.0,8.9981,87,760,847,Low Wind
13550,2012-07-23,Fall,2012,July,18,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,33.62,37.88,46.0,7.0015,69,672,741,Low Wind
13551,2012-07-23,Fall,2012,July,19,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,32.800000000000004,37.12,52.0,16.997899999999998,94,488,582,Medium Wind
13552,2012-07-23,Fall,2012,July,20,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,31.16,35.605,62.0,11.0014,56,347,403,Low Wind
13553,2012-07-23,Fall,2012,July,21,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,31.16,35.605,62.0,12.998000000000001,45,251,296,Low Wind
13554,2012-07-23,Fall,2012,July,22,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,30.34,34.089999999999996,62.0,12.998000000000001,40,169,209,Low Wind
13555,2012-07-23,Fall,2012,July,23,Non-Holiday,Monday,Working Day,Clear/Partly Cloudy,29.52,34.089999999999996,66.0,11.0014,16,98,114,Low Wind
13556,2012-07-24,Fall,2012,July,0,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,28.7,33.335,74.0,8.9981,12,52,64,Low Wind
13557,2012-07-24,Fall,2012,July,1,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,27.880000000000003,31.819999999999997,79.0,11.0014,7,10,17,Low Wind
13558,2012-07-24,Fall,2012,July,2,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,27.060000000000002,30.305,83.0,11.0014,6,10,16,Low Wind
13559,2012-07-24,Fall,2012,July,3,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,27.060000000000002,30.305,83.0,11.0014,1,5,6,Low Wind
13560,2012-07-24,Fall,2012,July,4,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,27.060000000000002,30.305,83.0,6.0032,0,6,6,Low Wind
13561,2012-07-24,Fall,2012,July,5,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,27.060000000000002,30.305,83.0,7.0015,5,45,50,Low Wind
13562,2012-07-24,Fall,2012,July,6,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,27.060000000000002,30.305,83.0,8.9981,17,173,190,Low Wind
13563,2012-07-24,Fall,2012,July,7,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,28.7,33.335,74.0,11.0014,24,492,516,Low Wind
13564,2012-07-24,Fall,2012,July,8,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,30.34,34.849999999999994,70.0,12.998000000000001,49,694,743,Low Wind
13565,2012-07-24,Fall,2012,July,9,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,34.44,40.150000000000006,53.0,0.0,40,299,339,
13566,2012-07-24,Fall,2012,July,10,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,33.62,39.395,56.00000000000001,19.999499999999998,62,156,218,Medium Wind
13567,2012-07-24,Fall,2012,July,11,Non-Holiday,Tuesday,Working Day,Misty/Cloudy,34.44,40.150000000000006,53.0,22.0028,45,156,201,Medium Wind
13568,2012-07-24,Fall,2012,July,12,Non-Holiday,Tuesday,Working Day,Misty/Cloudy,33.62,39.395,56.00000000000001,15.001299999999999,60,169,229,Medium Wind
13569,2012-07-24,Fall,2012,July,13,Non-Holiday,Tuesday,Working Day,Misty/Cloudy,34.44,40.150000000000006,53.0,19.999499999999998,73,200,273,Medium Wind
13570,2012-07-24,Fall,2012,July,14,Non-Holiday,Tuesday,Working Day,Misty/Cloudy,34.44,40.150000000000006,53.0,15.001299999999999,48,196,244,Medium Wind
13571,2012-07-24,Fall,2012,July,15,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,33.62,38.635000000000005,49.0,19.999499999999998,73,212,285,Medium Wind
13572,2012-07-24,Fall,2012,July,16,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,32.800000000000004,37.88,55.00000000000001,19.999499999999998,86,369,455,Medium Wind
13573,2012-07-24,Fall,2012,July,17,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,32.800000000000004,37.12,52.0,22.0028,94,775,869,Medium Wind
13574,2012-07-24,Fall,2012,July,18,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,31.16,35.605,62.0,22.0028,110,767,877,Medium Wind
13575,2012-07-24,Fall,2012,July,19,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,31.16,35.605,62.0,11.0014,109,523,632,Low Wind
13576,2012-07-24,Fall,2012,July,20,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,30.34,34.849999999999994,66.0,11.0014,85,438,523,Low Wind
13577,2012-07-24,Fall,2012,July,21,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,30.34,34.849999999999994,66.0,15.001299999999999,53,325,378,Medium Wind
13578,2012-07-24,Fall,2012,July,22,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,30.34,34.849999999999994,66.0,16.997899999999998,43,226,269,Medium Wind
13579,2012-07-24,Fall,2012,July,23,Non-Holiday,Tuesday,Working Day,Clear/Partly Cloudy,30.34,34.089999999999996,57.99999999999999,22.0028,38,154,192,Medium Wind
13580,2012-07-25,Fall,2012,July,0,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,29.52,33.335,57.99999999999999,19.999499999999998,9,57,66,Medium Wind
13581,2012-07-25,Fall,2012,July,1,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,28.7,32.574999999999996,57.99999999999999,12.998000000000001,2,26,28,Low Wind
13582,2012-07-25,Fall,2012,July,2,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,27.880000000000003,31.819999999999997,61.0,15.001299999999999,1,11,12,Medium Wind
13583,2012-07-25,Fall,2012,July,3,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,27.060000000000002,31.06,65.0,15.001299999999999,1,11,12,Medium Wind
13584,2012-07-25,Fall,2012,July,4,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,26.240000000000002,30.305,65.0,15.001299999999999,0,4,4,Medium Wind
13585,2012-07-25,Fall,2012,July,5,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,26.240000000000002,30.305,65.0,11.0014,5,54,59,Low Wind
13586,2012-07-25,Fall,2012,July,6,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,26.240000000000002,30.305,65.0,12.998000000000001,11,179,190,Low Wind
13587,2012-07-25,Fall,2012,July,7,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,27.060000000000002,31.06,50.0,22.0028,34,473,507,Medium Wind
13588,2012-07-25,Fall,2012,July,8,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,28.7,31.819999999999997,42.0,16.997899999999998,43,745,788,Medium Wind
13589,2012-07-25,Fall,2012,July,9,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,29.52,32.574999999999996,37.0,19.999499999999998,65,277,342,Medium Wind
13590,2012-07-25,Fall,2012,July,10,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,30.34,32.574999999999996,37.0,0.0,68,163,231,
13591,2012-07-25,Fall,2012,July,11,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,31.16,33.335,33.0,0.0,79,202,281,
13592,2012-07-25,Fall,2012,July,12,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,31.16,33.335,33.0,0.0,77,233,310,
13593,2012-07-25,Fall,2012,July,13,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,31.98,34.089999999999996,31.0,11.0014,81,231,312,Low Wind
13594,2012-07-25,Fall,2012,July,14,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,32.800000000000004,34.849999999999994,28.999999999999996,8.9981,88,159,247,Low Wind
13595,2012-07-25,Fall,2012,July,15,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,31.98,34.089999999999996,31.0,6.0032,94,223,317,Low Wind
13596,2012-07-25,Fall,2012,July,16,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,32.800000000000004,34.849999999999994,28.999999999999996,11.0014,91,393,484,Low Wind
13597,2012-07-25,Fall,2012,July,17,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,32.800000000000004,34.849999999999994,31.0,0.0,130,783,913,
13598,2012-07-25,Fall,2012,July,18,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,32.800000000000004,34.849999999999994,27.0,8.9981,104,787,891,Low Wind
13599,2012-07-25,Fall,2012,July,19,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,31.16,33.335,33.0,8.9981,116,582,698,Low Wind
13600,2012-07-25,Fall,2012,July,20,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,30.34,32.574999999999996,40.0,11.0014,106,461,567,Low Wind
13601,2012-07-25,Fall,2012,July,21,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,29.52,32.574999999999996,45.0,8.9981,71,326,397,Low Wind
13602,2012-07-25,Fall,2012,July,22,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,28.7,32.574999999999996,57.99999999999999,8.9981,55,223,278,Low Wind
13603,2012-07-25,Fall,2012,July,23,Non-Holiday,Wednesday,Working Day,Clear/Partly Cloudy,27.880000000000003,31.819999999999997,56.99999999999999,19.999499999999998,52,187,239,Medium Wind
13604,2012-07-26,Fall,2012,July,0,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,27.060000000000002,31.06,65.0,12.998000000000001,27,65,92,Low Wind
13605,2012-07-26,Fall,2012,July,1,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,27.060000000000002,31.06,65.0,15.001299999999999,6,23,29,Medium Wind
13606,2012-07-26,Fall,2012,July,2,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,27.060000000000002,31.06,69.0,16.997899999999998,5,16,21,Medium Wind
13607,2012-07-26,Fall,2012,July,3,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,27.060000000000002,31.06,69.0,15.001299999999999,0,8,8,Medium Wind
13608,2012-07-26,Fall,2012,July,4,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,27.060000000000002,31.06,74.0,12.998000000000001,0,4,4,Low Wind
13609,2012-07-26,Fall,2012,July,5,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,27.060000000000002,31.06,74.0,12.998000000000001,2,40,42,Low Wind
13610,2012-07-26,Fall,2012,July,6,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,27.060000000000002,30.305,78.0,16.997899999999998,16,165,181,Medium Wind
13611,2012-07-26,Fall,2012,July,7,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,28.7,33.335,74.0,16.997899999999998,17,478,495,Medium Wind
13612,2012-07-26,Fall,2012,July,8,Non-Holiday,Thursday,Working Day,Misty/Cloudy,28.7,33.335,74.0,16.997899999999998,49,680,729,Medium Wind
13613,2012-07-26,Fall,2012,July,9,Non-Holiday,Thursday,Working Day,Misty/Cloudy,29.52,34.089999999999996,70.0,8.9981,55,289,344,Low Wind
13614,2012-07-26,Fall,2012,July,10,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,30.34,34.849999999999994,70.0,15.001299999999999,79,143,222,Medium Wind
13615,2012-07-26,Fall,2012,July,11,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,32.800000000000004,40.150000000000006,66.0,15.001299999999999,69,143,212,Medium Wind
13616,2012-07-26,Fall,2012,July,12,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,34.44,40.910000000000004,56.00000000000001,16.997899999999998,73,206,279,Medium Wind
13617,2012-07-26,Fall,2012,July,13,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,35.26,41.665,53.0,19.999499999999998,53,189,242,Medium Wind
13618,2012-07-26,Fall,2012,July,14,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,36.9,43.94,47.0,16.997899999999998,62,151,213,Medium Wind
13619,2012-07-26,Fall,2012,July,15,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,37.72,44.695,42.0,19.999499999999998,65,173,238,Medium Wind
13620,2012-07-26,Fall,2012,July,16,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,38.54,43.94,38.0,26.0027,62,312,374,Medium Wind
13621,2012-07-26,Fall,2012,July,17,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,36.9,43.18,45.0,27.999299999999998,110,628,738,Medium Wind
13622,2012-07-26,Fall,2012,July,18,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,37.72,43.94,40.0,23.9994,73,615,688,Medium Wind
13623,2012-07-26,Fall,2012,July,19,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,36.9,43.18,45.0,22.0028,80,534,614,Medium Wind
13624,2012-07-26,Fall,2012,July,20,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,35.26,40.910000000000004,50.0,16.997899999999998,47,399,446,Medium Wind
13625,2012-07-26,Fall,2012,July,21,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,32.800000000000004,37.12,49.0,40.9973,35,236,271,High Wind
13626,2012-07-26,Fall,2012,July,22,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,32.800000000000004,37.12,49.0,40.9973,33,201,234,High Wind
13627,2012-07-26,Fall,2012,July,23,Non-Holiday,Thursday,Working Day,Clear/Partly Cloudy,29.52,34.089999999999996,70.0,8.9981,18,127,145,Low Wind
13628,2012-07-27,Fall,2012,July,0,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,29.52,34.089999999999996,70.0,0.0,14,83,97,
13629,2012-07-27,Fall,2012,July,1,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,29.52,34.089999999999996,70.0,7.0015,12,42,54,Low Wind
13630,2012-07-27,Fall,2012,July,2,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,28.7,33.335,79.0,8.9981,8,18,26,Low Wind
13631,2012-07-27,Fall,2012,July,3,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,28.7,33.335,74.0,11.0014,3,9,12,Low Wind
13632,2012-07-27,Fall,2012,July,4,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,28.7,33.335,79.0,0.0,3,5,8,
13633,2012-07-27,Fall,2012,July,5,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,28.7,33.335,84.0,0.0,3,34,37,
13634,2012-07-27,Fall,2012,July,6,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,28.7,33.335,79.0,0.0,10,129,139,
13635,2012-07-27,Fall,2012,July,7,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,29.52,34.089999999999996,70.0,12.998000000000001,13,397,410,Low Wind
13636,2012-07-27,Fall,2012,July,8,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,31.16,36.364999999999995,66.0,6.0032,34,642,676,Low Wind
13637,2012-07-27,Fall,2012,July,9,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,33.62,38.635000000000005,49.0,19.0012,34,329,363,Medium Wind
13638,2012-07-27,Fall,2012,July,10,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,34.44,38.635000000000005,47.0,0.0,85,146,231,
13639,2012-07-27,Fall,2012,July,11,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,34.44,38.635000000000005,47.0,22.0028,67,184,251,Medium Wind
13640,2012-07-27,Fall,2012,July,12,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,34.44,39.395,49.0,23.9994,92,207,299,Medium Wind
13641,2012-07-27,Fall,2012,July,13,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,34.44,38.635000000000005,47.0,19.0012,83,231,314,Medium Wind
13642,2012-07-27,Fall,2012,July,14,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,35.26,40.150000000000006,47.0,19.999499999999998,105,221,326,Medium Wind
13643,2012-07-27,Fall,2012,July,15,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,35.26,39.395,41.0,15.001299999999999,81,242,323,Medium Wind
13644,2012-07-27,Fall,2012,July,16,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,34.44,38.635000000000005,47.0,15.001299999999999,80,419,499,Medium Wind
13645,2012-07-27,Fall,2012,July,17,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,35.26,39.395,41.0,19.0012,101,598,699,Medium Wind
13646,2012-07-27,Fall,2012,July,18,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,33.62,37.88,46.0,11.0014,100,522,622,Low Wind
13647,2012-07-27,Fall,2012,July,19,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,33.62,38.635000000000005,52.0,12.998000000000001,93,423,516,Low Wind
13648,2012-07-27,Fall,2012,July,20,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,31.98,37.12,59.0,7.0015,85,269,354,Low Wind
13649,2012-07-27,Fall,2012,July,21,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,31.98,37.12,59.0,7.0015,71,189,260,Low Wind
13650,2012-07-27,Fall,2012,July,22,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,31.98,37.12,59.0,8.9981,48,151,199,Low Wind
13651,2012-07-27,Fall,2012,July,23,Non-Holiday,Friday,Working Day,Clear/Partly Cloudy,31.16,36.364999999999995,66.0,0.0,34,155,189,
13652,2012-07-28,Fall,2012,July,0,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,30.34,34.089999999999996,62.0,8.9981,21,170,191,Low Wind
13653,2012-07-28,Fall,2012,July,1,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,29.52,34.089999999999996,70.0,6.0032,11,69,80,Low Wind
13654,2012-07-28,Fall,2012,July,2,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,29.52,34.089999999999996,70.0,0.0,14,76,90,
13655,2012-07-28,Fall,2012,July,3,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,29.52,34.089999999999996,70.0,0.0,10,33,43,
13656,2012-07-28,Fall,2012,July,4,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,28.7,33.335,79.0,12.998000000000001,1,10,11,Low Wind
13657,2012-07-28,Fall,2012,July,5,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,27.880000000000003,31.819999999999997,79.0,11.0014,4,10,14,Low Wind
13658,2012-07-28,Fall,2012,July,6,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,28.7,32.574999999999996,70.0,7.0015,10,40,50,Low Wind
13659,2012-07-28,Fall,2012,July,7,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,29.52,34.089999999999996,70.0,8.9981,18,58,76,Low Wind
13660,2012-07-28,Fall,2012,July,8,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,30.34,34.849999999999994,66.0,11.0014,36,127,163,Low Wind
13661,2012-07-28,Fall,2012,July,9,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,31.98,37.12,59.0,7.0015,110,227,337,Low Wind
13662,2012-07-28,Fall,2012,July,10,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,33.62,38.635000000000005,52.0,15.001299999999999,129,266,395,Medium Wind
13663,2012-07-28,Fall,2012,July,11,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,34.44,37.12,39.0,15.001299999999999,162,295,457,Medium Wind
13664,2012-07-28,Fall,2012,July,12,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,34.44,37.88,41.0,15.001299999999999,157,330,487,Medium Wind
13665,2012-07-28,Fall,2012,July,13,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,35.26,39.395,41.0,19.0012,173,325,498,Medium Wind
13666,2012-07-28,Fall,2012,July,14,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,35.26,38.635000000000005,39.0,16.997899999999998,186,308,494,Medium Wind
13667,2012-07-28,Fall,2012,July,15,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,36.08,38.635000000000005,32.0,19.0012,206,291,497,Medium Wind
13668,2012-07-28,Fall,2012,July,16,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,35.26,38.635000000000005,39.0,15.001299999999999,208,279,487,Medium Wind
13669,2012-07-28,Fall,2012,July,17,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,33.62,37.88,46.0,12.998000000000001,199,280,479,Low Wind
13670,2012-07-28,Fall,2012,July,18,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,33.62,37.12,43.0,19.0012,151,330,481,Medium Wind
13671,2012-07-28,Fall,2012,July,19,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,27.880000000000003,31.819999999999997,83.0,0.0,115,223,338,
13672,2012-07-28,Fall,2012,July,20,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,27.060000000000002,30.305,83.0,15.001299999999999,79,154,233,Medium Wind
13673,2012-07-28,Fall,2012,July,21,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,27.060000000000002,30.305,78.0,6.0032,94,206,300,Low Wind
13674,2012-07-28,Fall,2012,July,22,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,27.060000000000002,30.305,78.0,6.0032,88,188,276,Low Wind
13675,2012-07-28,Fall,2012,July,23,Non-Holiday,Saturday,Weekend/Holiday,Clear/Partly Cloudy,27.060000000000002,30.305,83.0,6.0032,52,156,208,Low Wind
13676,2012-07-29,Fall,2012,July,0,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,27.060000000000002,29.544999999999998,89.0,8.9981,59,129,188,Low Wind
13677,2012-07-29,Fall,2012,July,1,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,27.060000000000002,30.305,83.0,7.0015,49,109,158,Low Wind
13678,2012-07-29,Fall,2012,July,2,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,27.060000000000002,31.06,74.0,8.9981,33,79,112,Low Wind
13679,2012-07-29,Fall,2012,July,3,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,27.060000000000002,31.06,69.0,15.001299999999999,18,37,55,Medium Wind
13680,2012-07-29,Fall,2012,July,4,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,26.240000000000002,30.305,69.0,12.998000000000001,2,11,13,Low Wind
13681,2012-07-29,Fall,2012,July,5,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,25.419999999999998,29.544999999999998,78.0,12.998000000000001,3,14,17,Low Wind
13682,2012-07-29,Fall,2012,July,6,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,26.240000000000002,30.305,73.0,11.0014,6,12,18,Low Wind
13683,2012-07-29,Fall,2012,July,7,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,27.060000000000002,31.06,69.0,16.997899999999998,4,36,40,Medium Wind
13684,2012-07-29,Fall,2012,July,8,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,28.7,32.574999999999996,65.0,15.001299999999999,37,90,127,Medium Wind
13685,2012-07-29,Fall,2012,July,9,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,29.52,34.089999999999996,62.0,16.997899999999998,64,162,226,Medium Wind
13686,2012-07-29,Fall,2012,July,10,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,30.34,34.089999999999996,62.0,0.0,123,258,381,
13687,2012-07-29,Fall,2012,July,11,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,31.16,34.849999999999994,55.00000000000001,15.001299999999999,183,326,509,Medium Wind
13688,2012-07-29,Fall,2012,July,12,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,31.16,34.849999999999994,55.00000000000001,22.0028,154,357,511,Medium Wind
13689,2012-07-29,Fall,2012,July,13,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,32.800000000000004,37.12,49.0,15.001299999999999,181,302,483,Medium Wind
13690,2012-07-29,Fall,2012,July,14,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,32.800000000000004,36.364999999999995,46.0,12.998000000000001,231,291,522,Low Wind
13691,2012-07-29,Fall,2012,July,15,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,32.800000000000004,36.364999999999995,43.0,8.9981,195,306,501,Low Wind
13692,2012-07-29,Fall,2012,July,16,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,32.800000000000004,36.364999999999995,43.0,8.9981,191,330,521,Low Wind
13693,2012-07-29,Fall,2012,July,17,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,33.62,37.12,41.0,11.0014,164,367,531,Low Wind
13694,2012-07-29,Fall,2012,July,18,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,32.800000000000004,35.605,41.0,19.999499999999998,117,302,419,Medium Wind
13695,2012-07-29,Fall,2012,July,19,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,31.16,34.849999999999994,55.00000000000001,11.0014,143,300,443,Low Wind
13696,2012-07-29,Fall,2012,July,20,Non-Holiday,Sunday,Weekend/Holiday,Clear/Partly Cloudy,30.34,34.849999999999994,66.0,7.0015,75,228,303,Low Wind
